Place_id,Ciclo,idRegistroEncuesta,idEstablecimiento,NombreEstablecimiento,Direccion,FotoStickerFemsa,Imagen,CodifoclienteKof_Mex,Tiene match?,IdEstablecimeinto Matcheado,
6ed698597e4e8ba827fce4b0f15061a7,623,6856658,978165,Loncheria el estudiante,ZUMPANGO.46.1.2.None,https://shortextraction.grupomeiko.io/20230629/626_3619700_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
e9abc4d2e962068727eceba4854dcd9f,623,6856650,978811,viviano,NAUCALPAN DE JUAREZ.1.4.4.F,https://shortextraction.grupomeiko.io/20230629/626_3619675_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
27fb0728e6c14f3d1d73ac5df53b1a4a,subido,6856647,978809,abarrotes Amanda,CHIMALHUACAN.1.1.13.A,https://shortextraction.grupomeiko.io/20230629/626_3619668_FotoStickerFemsa.jpg,,123456789,No aplica,NULL,NO aplica
4d66c87cd0a9ffa33f6c199bf0f54c3b,subido,6856637,978159,el jarocho,CIUDAD DE MEXICO.14.2.2.F,https://shortextraction.grupomeiko.io/20230629/626_3619626_FotoStickerFemsa.jpg,,120089426,No tiene Match,NULL,NO aplica
1df1b77157d873c8d0733288c6579c3b,subido,6856636,884902,abts madrid,CIUDAD DE MEXICO.3.1.9.C,https://shortextraction.grupomeiko.io/20230629/626_3619621_FotoStickerFemsa.jpg,,100204244,"SI , idestablecimiento Diferente",828104,ajustar
f1d62697a50a585a1e4cbd6a690c714f,subido,6856634,978157,Cremeria y Abarrotes Casa Limon,ECATEPEC DE MORELOS.1.11.4.A,https://shortextraction.grupomeiko.io/20230629/626_3619619_FotoStickerFemsa.jpg,,105429165,"SI , idestablecimiento Diferente",894096,ajustar
c98db2b821f6a47dfe156d0790393e20,subido,6856624,978154,Cremeria y Abts Esperanza,ZUMPANGO.1.1.9.None,https://shortextraction.grupomeiko.io/20230629/626_3619598_FotoStickerFemsa.jpg,,120349484,No tiene Match,NULL,NO aplica
2955a85fa41464e054a5448a5295419a,623,6856623,978153,MISCELANEA ELY,CHALCO.1.1.12.None,https://shortextraction.grupomeiko.io/20230629/626_3619597_FotoStickerFemsa.jpg,,NO aplica,NO aplica,NO aplica,NO aplica
26ff9a24564c9408107004e405585dd9,623,6856618,776941,la gloria,ECATEPEC DE MORELOS.1.2.6.E,https://shortextraction.grupomeiko.io/20230629/626_3619587_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
a559f9410a83b44d72068bc4daf70002,623,6856613,981164,rita,CIUDAD DE MEXICO.17.2.3.F,https://shortextraction.grupomeiko.io/20230629/626_3619569_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
250c16d438b3aa4986c26b2f677797c6,623,6856611,978150,Sali,CHALCO.1.1.7.None,https://shortextraction.grupomeiko.io/20230629/626_3619565_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
678366f55c524d1f6c56fe5c59e1c891,623,6856607,979968,Pizzas Borrachas,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230629/626_3619558_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
07fcdb9d256b2c05943b216a42235096,623,6856606,803730,DEPOCITO EDMAR,NAUCALPAN DE JUAREZ.1.5.9.A,https://shortextraction.grupomeiko.io/20230629/626_3619556_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d19dc0ce47bc05e8bdf8dba152fe126e,subido,6856603,978148,no tiene,ATIZAPAN DE ZARAGOZA.1.4.9.F,https://shortextraction.grupomeiko.io/20230629/626_3619531_FotoStickerFemsa.jpg,,120252307,"SI , idestablecimiento Diferente",894534,ajustar
14acfc3af50d966e205e56b937fa7034,subido,6856602,978147,el cuñado,CIUDAD DE MEXICO.14.2.2.F,https://shortextraction.grupomeiko.io/20230629/626_3619523_FotoStickerFemsa.jpg,,120104945,No tiene Match,NULL,NO aplica
a710a667b54ffbfcde27c1fa19b41b51,623,6856601,978797,la esquinita,CIUDAD DE MEXICO.8.2.7.A,https://shortextraction.grupomeiko.io/20230629/626_3619520_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
2429fbcbe55a4b1ed2626a80645006e8,subido,6856595,981163,Caldos de gallina doña Mary,ECATEPEC DE MORELOS.1.3.8.E,https://shortextraction.grupomeiko.io/20230629/626_3619508_FotoStickerFemsa.jpg,,104202272,"SI , idestablecimiento Diferente",854743,ajustar
70538658a77558bcbb90964641379338,623,6856590,978794,Miscelanea Paty,ZUMPANGO.46.1.2.,https://shortextraction.grupomeiko.io/20230629/626_3619488_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
471d87a718770dd8b4a35c09e67689a1,subido,6856583,764878,Miscelane Carmelita,CHIMALHUACAN.1.1.13.F,https://shortextraction.grupomeiko.io/20230629/626_3619457_FotoStickerFemsa.jpg,,123456789,No tiene Match,NULL,NO aplica
32089a51ebc180880576be15ad666f18,subido,6856580,979965,abt la pasadita,ZUMPANGO.54.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3619450_FotoStickerFemsa.jpg,,120119107,No tiene Match,NULL,NO aplica
e7f406341f6b4fa97588af034eb7eb00,623,6856578,979964,Abarrotes Sinai,NICOLAS ROMERO.1.1.6.B,https://shortextraction.grupomeiko.io/20230629/626_3619443_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d0486e68c87d7179a13dc319b9a6a4d7,623,6856575,938675,tortas vic,CIUDAD DE MEXICO.3.1.4.D,https://shortextraction.grupomeiko.io/20230629/626_3619436_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ffe9e4ca94bf98e008c68ab713b5684f,subido,6856574,978791,Miscelanea Conchita,ATIZAPAN DE ZARAGOZA.1.4.3.A,https://shortextraction.grupomeiko.io/20230629/626_3619435_FotoStickerFemsa.jpg,,104401285,"SI , idestablecimiento Diferente",924350,ajustar
39ddcf8073e16ff3206691e0ea892e15,subido,6856568,908669,el chino,CIUDAD DE MEXICO.14.2.2.F,https://shortextraction.grupomeiko.io/20230629/626_3619420_FotoStickerFemsa.jpg,,101911836,"SI , idestablecimiento Diferente",760902,ajustar
1df319ff0311fe82414de3756bc4cea1,subido,6856566,978139,miscelanea  el campo,ATIZAPAN DE ZARAGOZA.1.4.7.F,https://shortextraction.grupomeiko.io/20230629/626_3619412_FotoStickerFemsa.jpg,,104402774,No tiene Match,NULL,NO aplica
aa244ad11daf8b3068dbb55e5f582f25,subido,6856556,978782,Irma,TLALNEPANTLA DE BAZ.1.1.3.A,https://shortextraction.grupomeiko.io/20230628/626_3619391_FotoStickerFemsa.jpg,,110024179,"SI , idestablecimiento Diferente",946075,ajustar
4260dfddd4912ceb1e8aa2522ce83471,subido,6856546,754422,antijitos coni,ECATEPEC DE MORELOS.1.3.6.A,https://shortextraction.grupomeiko.io/20230629/626_3619372_FotoStickerFemsa.jpg,,105414630,"SI , idestablecimiento Diferente",754423,ajustar
7efa966521124d9a2048c01856839c77,623,6856532,981160,268,CIUDAD DE MEXICO.17.2.2.A,https://shortextraction.grupomeiko.io/20230629/626_3619333_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ba28f0fccefbb75bc9915a870372a1b1,subido,6856526,741476,Abarrotes Said,LA PAZ.13.1.1.C,https://shortextraction.grupomeiko.io/20230629/626_3619302_FotoStickerFemsa.jpg,,110273644,No aplica,NULL,NO aplica
975bdca1339f92e6fe936f5332207b06,623,6856523,981159,Abarrotes lupita,CIUDAD DE MEXICO.13.5.3.D,https://shortextraction.grupomeiko.io/20230629/626_3619294_FotoStickerFemsa.jpg,,NO aplica,No aplica,NO aplica,NO aplica
1a392d7d6da7a7d7d72912e6f0fa6fd2,subido,6856520,981158,lety 2,ECATEPEC DE MORELOS.1.11.8.E,https://shortextraction.grupomeiko.io/20230629/626_3619279_FotoStickerFemsa.jpg,,110064313,"SI , idestablecimiento Diferente",723539,ajustar
1a9126581be8d9b61c3ea2ad2b6f322d,623,6856519,978774,joselito,CIUDAD DE MEXICO.8.2.7.A,https://shortextraction.grupomeiko.io/20230629/626_3619274_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
c06daeb8fc38efb3f98ce61c138f3d7a,623,6856512,979955,sin nombre,CIUDAD DE MEXICO.12.6.5.F,https://shortextraction.grupomeiko.io/20230629/626_3619257_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
86f8d325a685e315eb3f28bebb2a89a7,623,6856504,978119,no tiene,ATIZAPAN DE ZARAGOZA.1.4.9.F,https://shortextraction.grupomeiko.io/20230629/626_3619221_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
bf0a4026d5e45a70077cd56a1b44d724,subido,6856502,979954,Abarrotes mama vina,CHIMALHUACAN.1.1.11.A,https://shortextraction.grupomeiko.io/20230629/626_3619219_FotoStickerFemsa.jpg,,120002861,No tiene Match,NULL,NO aplica
b28555f4911dad0f8dc21555910daf69,subido,6856499,790787,yenny,CHIMALHUACAN.1.1.1.B,https://shortextraction.grupomeiko.io/20230629/626_3619214_FotoStickerFemsa.jpg,,120341139,No tiene Match,NULL,NO aplica
a751fa80496845c1a198c6c2aa3413e8,623,6856479,978767,abts 20 de noviembre,ZUMPANGO.1.1.6.,https://shortextraction.grupomeiko.io/20230629/626_3619139_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
0c4f0390ead036cf3e8f1bec5afc6f79,623,6856458,933690,el chilaquil 3D,ECATEPEC DE MORELOS.1.2.6.D,https://shortextraction.grupomeiko.io/20230629/626_3619098_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
e333f4ae6557fe011ba13ff615490c34,subido,6855984,978093,miscelanea el mirador,ATIZAPAN DE ZARAGOZA.1.4.7.F,https://shortextraction.grupomeiko.io/20230629/626_3619087_FotoStickerFemsa.jpg,,110079999,"SI , idestablecimiento Diferente",862796,ajustar
216b2e42b1a95ed2c44bcff3067e57fc,623,6855980,978092,abarrotes Kao,CHALCO.1.1.7.None,https://shortextraction.grupomeiko.io/20230629/626_3619080_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
4c936587498871d956d8ce8cffdff8ea,623,6855978,981154,la probidencia,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3619073_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
a8c27b1e512706c009fc30b1442f8260,subido,6855977,978090,el changarrito,TEXCOCO.21.1.1.None,https://shortextraction.grupomeiko.io/20230629/626_3619072_FotoStickerFemsa.jpg,,110299701,No aplica,NULL,NO aplica
d3a68bb8a94cdd5ac8d18da68cfb3028,623,6855976,978759,los angeles,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3619071_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ca91783e3049d420ac25274006ec143c,623,6855945,981152,HUARACHES QUETA,NAUCALPAN DE JUAREZ.1.5.9.A,https://shortextraction.grupomeiko.io/20230629/626_3618959_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
eaa00771d417eb5f2721d4abb67dbd38,623,6855936,978744,Abarrotes carmen,CIUDAD DE MEXICO.13.5.3.D,https://shortextraction.grupomeiko.io/20230629/626_3618908_FotoStickerFemsa.jpg,,NO aplica,No aplica,NO aplica,NO aplica
3f6fe526e27e1431ec4b53d4673ff01d,subido,6855912,978069,los tonitos,TLALNEPANTLA DE BAZ.1.5.6.F,https://shortextraction.grupomeiko.io/20230629/626_3618831_FotoStickerFemsa.jpg,,120337765,"SI , idestablecimiento Diferente",755082,ajustar
a1bac2056bc0ee87f9acd020bdedabac,subido,6855911,978068,Abarrotes Uriel,CHIMALHUACAN.1.2.6.E,https://shortextraction.grupomeiko.io/20230630/626_3618827_FotoStickerFemsa.jpg,,120005872,"SI , idestablecimiento Diferente",782807,ajustar
b2f18d67ecb02506627cd71382b6a430,623,6855905,978737,tiendita Ali,NICOLAS ROMERO.1.1.6.B,https://shortextraction.grupomeiko.io/20230629/626_3618812_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
b276b4c2753d2dbfaf7fbc69ffb97518,623,6855904,978066,Miscelanea Santos,NICOLAS ROMERO.1.1.6.B,https://shortextraction.grupomeiko.io/20230629/626_3618811_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ffbfe2f0378d2347f19fd7e12a242e6c,subido,6855899,917503,El Triunfo 20 20,CHIMALHUACAN.1.1.13.A,https://shortextraction.grupomeiko.io/20230629/626_3618794_FotoStickerFemsa.jpg,,123456789,No aplica,NULL,NO aplica
18a85a9712e0d08ea7cff445db9ac136,subido,6855886,978060,miacelanea mari,ATIZAPAN DE ZARAGOZA.1.4.8.D,https://shortextraction.grupomeiko.io/20230629/626_3618734_FotoStickerFemsa.jpg,,104019612,"SI , idestablecimiento Diferente",862797,ajustar
2cd1cdc226722114c2f0d505c863e62b,623,6855882,978059,MISCELANEA SAN MIGUEL,CHALCO.1.1.12.None,https://shortextraction.grupomeiko.io/20230629/626_3618718_FotoStickerFemsa.jpg,,NO aplica,No aplica,NULL,NO aplica
32cd627dc22011238992bae08a674ee3,623,6855878,978055,ABARTOTES JUAN BRAVO,NAUCALPAN DE JUAREZ.1.5.9.A,https://shortextraction.grupomeiko.io/20230629/626_3618702_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
fb7fc5467254280211062859c7cfd36a,subido,6855875,978733,tienda las 3 reynas,IXTAPALUCA.151.1.1.F,https://shortextraction.grupomeiko.io/20230629/626_3618690_FotoStickerFemsa.jpg,,120336535,"SI , idestablecimiento Diferente",945761,ajustar
5a2b1c9aa8e2943b2fddc272b14cf354,subido,6855869,782400,qbts beto,NAUCALPAN DE JUAREZ.1.4.4.F,https://shortextraction.grupomeiko.io/20230629/626_3618650_FotoStickerFemsa.jpg,,110100961,No tiene Match,NULL,NO aplica
33271e75af5c19ef2006c2d7e38f9b95,subido,6855866,978050,Cocina Economica Oti,ECATEPEC DE MORELOS.1.11.4.F,https://shortextraction.grupomeiko.io/20230629/626_3618645_FotoStickerFemsa.jpg,,105423222,"SI , idestablecimiento Diferente",894687,ajustar
64e798e288d2a97a4e928c2cdebdd070,subido,6855850,754819,Abarrotes Luna,LA PAZ.13.1.1.F,https://shortextraction.grupomeiko.io/20230629/626_3618556_FotoStickerFemsa.jpg,,120182254,"SI , idestablecimiento Diferente",884241,ajustar
c9cbefeecf850948fb31a4a4410cff89,subido,6855846,978043,ABARROTESJUAN JOSE,ECATEPEC DE MORELOS.1.11.8.E,https://shortextraction.grupomeiko.io/20230629/626_3618538_FotoStickerFemsa.jpg,,104208232,"SI , idestablecimiento Diferente",723546,ajustar
87e6e4715b54013451f1a465dc103553,subido,6855842,783424,Miscelanea ali,CHIMALHUACAN.1.1.11.A,https://shortextraction.grupomeiko.io/20230629/626_3618529_FotoStickerFemsa.jpg,,110263273,No aplica,NULL,NO aplica
bcd144c2e2b4c1c4cb395f3d255d7bd0,623,6855838,978040,luis jesus,CUAUTITLAN.1.1.4.None,https://shortextraction.grupomeiko.io/20230629/626_3618512_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
b46350e08dc3e547eace5dcea1658c11,623,6855837,978728,Maggy,CHALCO.1.1.8.,https://shortextraction.grupomeiko.io/20230629/626_3618507_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
af52e4de7d8dbecfb3cf927601ac87f5,623,6855826,978724,cuki,CHIMALHUACAN.1.4.3.A,https://shortextraction.grupomeiko.io/20230629/626_3618409_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
dd7751f53537f51118918ba6f4d00334,623,6855788,978026,tortas,TEXCOCO.21.1.1.None,https://shortextraction.grupomeiko.io/20230629/626_3618261_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
c85c757983a78eccb08b44009fa069c0,subido,6855787,978717,abarrotes diego,CIUDAD DE MEXICO.7.2.9.C,https://shortextraction.grupomeiko.io/20230629/626_3618254_FotoStickerFemsa.jpg,,120202599,No tiene Match,NULL,NO aplica
04054db49e878516df93dcbed5661b01,subido,6855291,978715,Antojitos Mari,CHIMALHUACAN.1.1.13.A,https://shortextraction.grupomeiko.io/20230629/626_3618247_FotoStickerFemsa.jpg,,120287947,"SI , idestablecimiento Diferente",798015,ajustar
2d082aa17d22556c83fddad7210cbbd8,subido,6855282,978712,no tiene,ATIZAPAN DE ZARAGOZA.1.4.10.C,https://shortextraction.grupomeiko.io/20230629/626_3618196_FotoStickerFemsa.jpg,,104400738,"SI , idestablecimiento Diferente",848981,ajustar
9d874f40398cec57e6aace554d62604a,subido,6855280,978002,abarrotes la peque,IXTAPALUCA.151.1.1.F,https://shortextraction.grupomeiko.io/20230629/626_3618185_FotoStickerFemsa.jpg,,110045573,"SI , idestablecimiento Diferente",966239,ajustar
8652a826d5f55c6e602c9bc7c104bf31,subido,6855275,981147,Miscelanea Zavala,NICOLAS ROMERO.1.1.6.B,https://shortextraction.grupomeiko.io/20230629/626_3618161_FotoStickerFemsa.jpg,,120109018,No aplica,NULL,NO aplica
6a82495567fab20a230407483b73ac4e,623,6855269,981146,vazquez,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3618129_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
7b2c582644cf5960d820f11f8cb21a02,623,6855264,978708,marisqueria,CHIMALHUACAN.1.1.14.A,https://shortextraction.grupomeiko.io/20230629/626_3618104_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
9ad2ebdcd41a5c7f3723b7e4ca6d1123,623,6855263,978707,tienda fani,CHIMALHUACAN.1.1.14.A,https://shortextraction.grupomeiko.io/20230629/626_3618103_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
de6fb743a6356a4835395f3a059f1336,subido,6855261,977995,abarrotes don chucho,CHIMALHUACAN.1.1.11.A,https://shortextraction.grupomeiko.io/20230629/626_3618101_FotoStickerFemsa.jpg,,105316546,#N/A,#N/A,#N/A
4fa78f2e3df0ec24884ae9ebf5d9f7ac,subido,6855244,978702,gabiota,ECATEPEC DE MORELOS.1.11.10.D,https://shortextraction.grupomeiko.io/20230628/626_3618059_FotoStickerFemsa.jpg,,104241436,"SI , idestablecimiento Diferente",748791,ajustar
a7efb4827d1d59bcec225629a46057e2,623,6855208,981020,odalys,ECATEPEC DE MORELOS.1.1.7.E,https://shortextraction.grupomeiko.io/20230623/626_3618023_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
609b001edd46045a4bf2f346c3c4ab0c,subido,6855185,978696,Abarrotes flor,NEZAHUALCOYOTL.1.1.7.C,https://shortextraction.grupomeiko.io/20230629/626_3617991_FotoStickerFemsa.jpg,,104237667,"SI , idestablecimiento Diferente",909268,ajustar
a8c4bf36dffe9a100cba51a94edfad78,623,6855177,981144,tacos,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3617961_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
4703af9ace3577027340e6e393ab217f,subido,6855176,824499,abarrotes paulina,ECATEPEC DE MORELOS.1.3.3.D,https://shortextraction.grupomeiko.io/20230629/626_3617938_FotoStickerFemsa.jpg,,120233708,"SI , idestablecimiento Diferente",950947,ajustar
56aa0e2bf9924bc27efe97b80b9c11b5,623,6855169,978692,ruiz,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3617915_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
49723257f58b3ebba85a027497f61207,623,6855165,977984,Yosmis,CHALCO.1.1.8.None,https://shortextraction.grupomeiko.io/20230629/626_3617881_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
85bd578ac3d828267c10a8c51b714ea9,subido,6855157,935580,Allende,ECATEPEC DE MORELOS.1.11.1.A,https://shortextraction.grupomeiko.io/20230629/626_3617830_FotoStickerFemsa.jpg,,104243672,"SI , idestablecimiento Diferente",753468,ajustar
de31935389e9c6b9a46bd6752cb26ed9,623,6855142,981143,san juditas,CHIMALHUACAN.1.1.14.A,https://shortextraction.grupomeiko.io/20230629/626_3617751_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
1a29414442618b8dd93a3bebccf58678,623,6855140,978687,birria,CHIMALHUACAN.1.1.14.B,https://shortextraction.grupomeiko.io/20230629/626_3617749_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
27770a7e7b5b75df709fd37dbc912f11,623,6855138,977976,miscelanea sagrado  corazon,ZUMPANGO.1.1.7.None,https://shortextraction.grupomeiko.io/20230629/626_3617742_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d162c282db1133a7e37b6ecab77c73b8,subido,6855137,526719,No tiene,ECATEPEC DE MORELOS.1.11.8.D,https://shortextraction.grupomeiko.io/20230629/626_3617714_FotoStickerFemsa.jpg,,104233947,"SI , idestablecimiento Diferente",894164,ajustar
4dc756324b02324fbad002882cde7744,623,6855136,977975,antojitos,TEXCOCO.21.1.1.None,https://shortextraction.grupomeiko.io/20230629/626_3617713_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
a8ad926fc7666e7be36ef74b627a0aee,subido,6855127,978684,lety,ECATEPEC DE MORELOS.1.10.4.E,https://shortextraction.grupomeiko.io/20230629/626_3617635_FotoStickerFemsa.jpg,,120235391,"SI , idestablecimiento Diferente",843170,ajustar
c4b3751a3f9b6627dda7777469520f8e,623,6855126,978683,miscelanea vero,NICOLAS ROMERO.1.1.6.C,https://shortextraction.grupomeiko.io/20230629/626_3617634_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
802c5de7759ed4ca24c4b928b9258e1d,subido,6855125,977973,abarrotes Huerta,IXTAPALUCA.151.1.1.F,https://shortextraction.grupomeiko.io/20230629/626_3617628_FotoStickerFemsa.jpg,,120137721,"SI , idestablecimiento Diferente",760167,ajustar
03865ca6fc4de55a145bcc82f091ace9,623,6855124,978682,no tiene,ECATEPEC DE MORELOS.1.2.7.D,https://shortextraction.grupomeiko.io/20230629/626_3617622_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
69689a3322bc6dae40bb8dc055c2f09b,subido,6855114,979941,Miscelanea David,CHIMALHUACAN.1.1.15.A,https://shortextraction.grupomeiko.io/20230629/626_3617584_FotoStickerFemsa.jpg,,105304679,"SI , idestablecimiento Diferente",766482,ajustar
00486359624bf72329b97c0d255701d6,623,6855113,978680,la china,CHIMALHUACAN.1.2.4.A,https://shortextraction.grupomeiko.io/20230629/626_3617581_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
f5a22b9e3e879264c63f84a3e7b73edc,623,6854549,981138,el andy,TEXCOCO.21.1.1.,https://shortextraction.grupomeiko.io/20230629/626_3617433_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
25f7c88f2c7aa8f4891e0c6beeda7f21,623,6854547,978679,cocina,ECATEPEC DE MORELOS.1.2.7.D,https://shortextraction.grupomeiko.io/20230629/626_3617427_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
09111e4ccfcec87fa1f8781c4aa346b7,623,6854538,977945,la abuelita,TEXCOCO.21.1.1.None,https://shortextraction.grupomeiko.io/20230629/626_3617349_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
d7eb410dde6a255601df084edff7cd7f,623,6854518,916937,la leyenda,ECATEPEC DE MORELOS.1.11.1.A,https://shortextraction.grupomeiko.io/20230628/626_3617230_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
04a7fac604e76023ae6dd4c1abaef076,623,6854507,766478,No tiene,CHIMALHUACAN.1.1.15.A,https://shortextraction.grupomeiko.io/20230629/626_3617123_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
f1ee215a95f581174b7fb030c47789d5,623,6853492,975627,abarrotes caballero,NAUCALPAN DE JUAREZ.1.5.9.B,https://shortextraction.grupomeiko.io/20230628/626_3616047_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
2ec10b113e9383e2c699465514b8b8e1,623,6853491,975626,la cabañita,NAUCALPAN DE JUAREZ.1.5.9.B,https://shortextraction.grupomeiko.io/20230628/626_3616046_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
ff54acbb8286b2bb09c64388d02ab629,subido,6853484,975623,Misc.Marte,ECATEPEC DE MORELOS.1.10.9.E,https://shortextraction.grupomeiko.io/20230627/626_3616039_FotoStickerFemsa.jpg,,104236659,"SI , idestablecimiento Diferente",746987,ajustar
1fdfaf7578f66ee4ca3926ab6452b198,subido,6853465,802806,super tortas,CIUDAD DE MEXICO.7.7.8.A,https://shortextraction.grupomeiko.io/20230628/626_3616000_FotoStickerFemsa.jpg,,120259475,No aplica,NULL,NO aplica
e68e3d29b5f85c647624b5f7a4f71f71,subido,6853442,975612,azteca de oro,CIUDAD DE MEXICO.11.1.2.E,https://shortextraction.grupomeiko.io/20230628/626_3615976_FotoStickerFemsa.jpg,,120124476,No tiene Match,NULL,NO aplica
50ee246fd3a5a0b7f99f111c6635713c,subido,6853440,975610,ventana,CIUDAD DE MEXICO.11.1.2.F,https://shortextraction.grupomeiko.io/20230628/626_3615974_FotoStickerFemsa.jpg,,101205581,"SI , idestablecimiento Diferente",718707,ajustar
e0571ef21ff88fb2e1eda87ffd09434f,subido,6853439,975609,no tiene,CIUDAD DE MEXICO.11.1.2.E,https://shortextraction.grupomeiko.io/20230628/626_3615973_FotoStickerFemsa.jpg,,120252486,"SI , idestablecimiento Diferente",718644,ajustar
af40e1c2ca4b99196c5aba66f83e74e1,subido,6853435,975607,no tiene,CIUDAD DE MEXICO.11.1.2.F,https://shortextraction.grupomeiko.io/20230628/626_3615969_FotoStickerFemsa.jpg,,120234929,"SI , idestablecimiento Diferente",889948,ajustar
90b300ab045db33626e3ed70427163a7,subido,6853434,975606,familiar,CIUDAD DE MEXICO.11.1.2.E,https://shortextraction.grupomeiko.io/20230628/626_3615968_FotoStickerFemsa.jpg,,101221924,"SI , idestablecimiento Diferente",892399,ajustar
cd1ada6fdaa5b129e67dbda8b3cc6f7f,subido,6853432,975605,no tiene,CIUDAD DE MEXICO.11.1.2.E,https://shortextraction.grupomeiko.io/20230628/626_3615966_FotoStickerFemsa.jpg,,105225118,"SI , idestablecimiento Diferente",917847,ajustar
0a558af66165c7a73b6085c700162f76,subido,6853431,869674,no tiene,CIUDAD DE MEXICO.11.1.2.E,https://shortextraction.grupomeiko.io/20230628/626_3615965_FotoStickerFemsa.jpg,,120064223,No tiene Match,917941,
19ca526b7eac21d769aa8eacf07edaeb,subido,6853424,975602,santa ines,TEXCOCO.22.1.1.,https://shortextraction.grupomeiko.io/20230628/626_3615957_FotoStickerFemsa.jpg,,105313388,No tiene Match,NULL,NO aplica
e9f812775182596e44946247bf888163,623,6853324,913998,verduras y abarrotes,CHIMALHUACAN.1.4.3.E,https://shortextraction.grupomeiko.io/20230628/626_3615884_FotoStickerFemsa.jpg,,NO aplica,No aplica,No aplica,NO aplica
9c5a113160357b5c347ff33eeb488046,623,6853307,975549,miscelanea alvarez,CHIMALHUACAN.1.2.5.C,https://shortextraction.grupomeiko.io/20230628/626_3615844_FotoStickerFemsa.jpg,,No aplica,No aplica,No aplica,NO aplica
